timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:29:00,44716.12,44724.53,44692.46,44717.78,7.177262,320951.24
2024-01-01 00:30:00,44704.16,44710.47,44687.31,44687.69,45.99174,2055264.83
2024-01-01 00:31:00,44799.22,44817.01,44769.6,44780.31,22.909358,1025888.1
2024-01-01 00:32:00,44789.72,44809.4,44753.55,44779.63,11.299124,505970.62
2024-01-01 00:33:00,44715.92,44733.74,44701.85,44726.75,19.577094,875619.74
2024-01-01 00:34:00,44728.34,44778.8,44720.45,44767.88,4.017536,179856.56
2024-01-01 00:35:00,44696.93,44708.97,44695.5,44706.83,4.136376,184924.26
2024-01-01 00:36:00,44711.19,44730.67,44696.57,44717.28,4.660874,208421.58
2024-01-01 00:37:00,44613.03,44621.51,44598.36,44619.29,13.765827,614221.46
2024-01-01 00:38:00,44565.25,44583.51,44551.83,44552.88,8.565209,381604.75
2024-01-01 00:39:00,44602.44,44625.27,44560.9,44562.73,19.20933,856020.12
2024-01-01 00:40:00,44602.12,44607.35,44590.35,44599.65,20.638063,920450.36
2024-01-01 00:41:00,44603.88,44609.3,44602.81,44608.22,2.69865,120381.96
2024-01-01 00:42:00,44597.25,44642.52,44584.99,44602.44,60.819843,2712713.12
2024-01-01 00:43:00,44589.87,44606.16,44586.44,44587.38,16.584743,739470.24
2024-01-01 00:44:00,44496.89,44525.66,44484.05,44513.45,26.354824,1173144.26
2024-01-01 00:45:00,44479.87,44494.09,44475.84,44477.46,18.009317,801008.73
2024-01-01 00:46:00,44463.45,44474.05,44439.48,44454.43,14.518085,645393.19
2024-01-01 00:47:00,44511.48,44523.75,44489.66,44507.29,12.013321,534680.31
2024-01-01 00:48:00,44533.62,44545.88,44501.48,44524.47,1.748856,77866.88
2024-01-01 00:49:00,44444.99,44469.26,44435.58,44436.32,53.866299,2393619.85
2024-01-01 00:50:00,44417.08,44483.59,44405.56,44452.52,62.374576,2772707.07
2024-01-01 00:51:00,44446.0,44451.43,44432.79,44433.27,4.712333,209384.33
2024-01-01 00:52:00,44386.0,44421.13,44381.19,44399.42,27.459137,1219169.75
2024-01-01 00:53:00,44408.09,44451.15,44375.93,44430.0,28.463323,1264625.55
2024-01-01 00:54:00,44459.46,44490.15,44449.12,44481.55,31.117463,1384153.07
2024-01-01 00:55:00,44536.79,44549.93,44510.57,44528.12,2.801706,124754.71
2024-01-01 00:56:00,44481.7,44497.99,44481.37,44486.16,48.788984,2170434.38
2024-01-01 00:57:00,44437.06,44487.33,44427.17,44470.7,8.628056,383695.65
2024-01-01 00:58:00,44496.82,44515.44,44478.98,44487.26,18.439842,820338.0
2024-01-01 00:59:00,44507.24,44567.96,44481.83,44536.04,10.04087,447180.56
2024-01-01 01:00:00,44514.87,44521.63,44507.29,44512.08,7.206277,320766.34
2024-01-01 01:01:00,44507.56,44515.51,44489.22,44502.79,15.568089,692823.47
2024-01-01 01:02:00,44465.19,44476.4,44445.21,44447.48,13.717711,609717.67
2024-01-01 01:03:00,44423.3,44431.71,44378.37,44387.67,29.42306,1306021.01
2024-01-01 01:04:00,44401.0,44454.25,44394.74,44428.29,5.73239,254680.33
2024-01-01 01:05:00,44495.06,44522.37,44491.24,44496.11,7.608553,338550.97
2024-01-01 01:06:00,44486.98,44502.01,44470.37,44492.5,20.950074,932121.25
2024-01-01 01:07:00,44551.36,44558.67,44540.33,44542.68,18.675803,831870.36
2024-01-01 01:08:00,44565.08,44567.13,44526.49,44560.76,10.2696,457621.23
2024-01-01 01:09:00,44521.46,44541.71,44507.05,44528.51,39.631496,1764731.36
2024-01-01 01:10:00,44537.76,44557.73,44520.67,44546.58,9.875446,439917.34
2024-01-01 01:11:00,44601.15,44633.68,44598.5,44623.48,19.163017,855120.48
2024-01-01 01:12:00,44641.44,44642.72,44615.73,44621.69,5.527115,246629.21
2024-01-01 01:13:00,44709.1,44726.76,44699.25,44699.92,33.419355,1493842.51
2024-01-01 01:14:00,44587.29,44593.67,44558.63,44568.93,27.685093,1233895.07
2024-01-01 01:15:00,44603.82,44622.6,44591.86,44610.03,8.119273,362201.01
2024-01-01 01:16:00,44601.24,44634.29,44580.85,44614.38,21.509241,959621.44
2024-01-01 01:17:00,44577.86,44604.33,44558.65,44599.43,63.044847,2811764.21
2024-01-01 01:18:00,44611.2,44614.94,44596.57,44604.02,34.165153,1523903.08
2024-01-01 01:19:00,44483.84,44507.06,44474.9,44504.64,12.652328,563087.28
2024-01-01 01:20:00,44530.63,44534.75,44484.67,44493.66,20.415185,908346.19
2024-01-01 01:21:00,44485.36,44520.23,44473.23,44511.51,27.953907,1244270.66
2024-01-01 01:22:00,44590.88,44634.29,44581.4,44585.41,10.994444,490191.74
2024-01-01 01:23:00,44590.83,44608.72,44549.54,44559.49,23.019113,1025720.01
2024-01-01 01:24:00,44531.05,44557.97,44512.71,44519.07,13.223348,588691.13
2024-01-01 01:25:00,44497.49,44506.68,44467.06,44493.98,15.774824,701884.69
2024-01-01 01:26:00,44520.38,44555.75,44507.75,44539.75,10.682293,475786.66
2024-01-01 01:27:00,44528.55,44558.24,44509.96,44556.19,9.898182,441025.26
2024-01-01 01:28:00,44545.1,44547.91,44525.66,44529.7,12.058613,536966.41
2024-01-01 01:29:00,44585.49,44600.42,44545.4,44555.36,11.120704,495486.99
2024-01-01 01:30:00,44551.44,44561.04,44543.13,44560.22,5.421461,241581.46
2024-01-01 01:31:00,44585.87,44620.54,44567.02,44608.65,14.882093,663870.05
2024-01-01 01:32:00,44524.38,44593.32,44508.87,44573.55,2.391929,106616.76
2024-01-01 01:33:00,44537.55,44570.15,44529.62,44557.16,33.9181,1511294.33
2024-01-01 01:34:00,44535.28,44546.55,44535.0,44537.56,6.384954,284370.25
2024-01-01 01:35:00,44496.36,44512.27,44463.89,44464.38,21.91679,974516.51
2024-01-01 01:36:00,44492.65,44507.17,44446.92,44479.19,12.305891,547356.05
2024-01-01 01:37:00,44498.34,44525.92,44473.98,44492.24,2.302167,102428.55
2024-01-01 01:38:00,44484.49,44518.65,44481.99,44492.5,10.171374,452549.83
2024-01-01 01:39:00,44469.1,44491.41,44466.51,44480.77,1.998887,88912.03
2024-01-01 01:40:00,44438.11,44466.76,44402.31,44410.0,13.663569,606799.08
2024-01-01 01:41:00,44392.98,44404.84,44382.01,44388.97,21.603069,958937.9
2024-01-01 01:42:00,44329.78,44395.25,44303.22,44371.83,12.446737,552284.52
2024-01-01 01:43:00,44318.25,44344.19,44310.47,44331.72,22.989606,1019168.72
2024-01-01 01:44:00,44306.49,44331.85,44303.81,44323.65,20.403402,904353.31
2024-01-01 01:45:00,44332.93,44351.64,44323.58,44343.86,27.333251,1212061.73
2024-01-01 01:46:00,44449.42,44450.93,44422.16,44438.16,12.565127,558371.17
2024-01-01 01:47:00,44444.74,44454.61,44442.6,44446.89,29.670092,1318743.43
2024-01-01 01:48:00,44458.23,44478.54,44439.55,44459.77,20.048117,891334.68
2024-01-01 01:49:00,44482.32,44489.16,44442.71,44456.05,27.403791,1218264.28
2024-01-01 01:50:00,44346.18,44384.29,44331.99,44360.11,24.739256,1097436.14
2024-01-01 01:51:00,44396.07,44398.42,44352.35,44358.78,29.901947,1326414.01
2024-01-01 01:52:00,44348.37,44368.66,44342.84,44361.8,35.157569,1559652.91
2024-01-01 01:53:00,44486.74,44506.25,44481.03,44484.96,5.371966,238971.67
2024-01-01 01:54:00,44469.72,44479.81,44439.82,44475.34,13.588217,604340.56
2024-01-01 01:55:00,44492.89,44496.08,44484.51,44490.42,23.888988,1062831.03
2024-01-01 01:56:00,44497.57,44502.17,44485.5,44488.68,24.726537,1100051.05
2024-01-01 01:57:00,44438.92,44452.34,44417.21,44430.25,18.190415,808204.66
2024-01-01 01:58:00,44472.33,44494.69,44446.83,44487.39,1.467275,65275.24
2024-01-01 01:59:00,44502.53,44544.74,44501.44,44524.99,29.758875,1325013.49
2024-01-01 02:00:00,44614.6,44627.02,44548.53,44564.54,29.876399,1331427.91
2024-01-01 02:01:00,44509.39,44522.71,44504.54,44519.07,6.914434,307824.15
2024-01-01 02:02:00,44603.19,44629.32,44583.19,44589.21,5.671096,252869.68
2024-01-01 02:03:00,44486.96,44530.89,44465.56,44519.12,4.558067,202921.1
2024-01-01 02:04:00,44542.87,44564.62,44521.84,44548.46,37.296354,1661495.07
2024-01-01 02:05:00,44655.44,44679.24,44649.0,44657.98,29.013568,1295687.35
2024-01-01 02:06:00,44617.91,44671.95,44605.9,44608.45,9.599204,428205.66
2024-01-01 02:07:00,44525.69,44580.76,44502.91,44580.14,6.016536,268218.0
2024-01-01 02:08:00,44588.44,44609.75,44575.67,44585.12,25.363735,1130845.22
2024-01-01 02:09:00,44536.95,44575.14,44532.74,44559.95,8.311978,370381.3
2024-01-01 02:10:00,44488.9,44503.84,44469.63,44482.41,13.822303,614849.42
2024-01-01 02:11:00,44465.12,44512.46,44461.39,44485.84,13.17999,586322.94
2024-01-01 02:12:00,44415.62,44439.02,44386.94,44432.73,33.704945,1497602.64
2024-01-01 02:13:00,44450.93,44463.89,44428.17,44456.41,9.609031,427183.0
2024-01-01 02:14:00,44389.39,44415.23,44385.73,44410.44,14.771735,656019.2
2024-01-01 02:15:00,44478.42,44490.67,44466.73,44487.93,29.955595,1332662.5
2024-01-01 02:16:00,44424.9,44453.55,44413.97,44448.77,14.405908,640324.89
2024-01-01 02:17:00,44396.0,44456.11,44374.04,44432.67,0.479659,21312.54
2024-01-01 02:18:00,44493.7,44500.87,44449.91,44473.34,10.207728,453971.79
2024-01-01 02:19:00,44385.88,44416.37,44372.19,44411.8,29.144974,1294380.76
2024-01-01 02:20:00,44419.6,44425.79,44412.17,44423.17,15.251557,677522.56
2024-01-01 02:21:00,44503.59,44507.01,44477.19,44488.53,9.932588,441886.25
2024-01-01 02:22:00,44395.86,44436.87,44392.72,44408.16,33.122863,1470925.23
2024-01-01 02:23:00,44400.88,44426.09,44383.87,44417.39,20.298357,901600.0
2024-01-01 02:24:00,44434.91,44445.22,44414.01,44430.38,14.058049,624604.46
2024-01-01 02:25:00,44491.83,44513.39,44445.61,44469.47,22.628253,1006266.49
2024-01-01 02:26:00,44384.24,44424.94,44372.73,44407.63,28.991175,1287429.23
2024-01-01 02:27:00,44338.6,44358.99,44320.52,44341.6,14.746328,653875.8
2024-01-01 02:28:00,44333.05,44368.15,44300.62,44367.7,35.37479,1569498.04
2024-01-01 02:29:00,44374.68,44413.68,44347.11,44382.55,10.838653,481047.06
2024-01-01 02:30:00,44395.76,44402.43,44394.89,44395.07,7.950006,352941.11
2024-01-01 02:31:00,44395.3,44438.44,44390.96,44412.4,30.195767,1341066.34
2024-01-01 02:32:00,44369.25,44398.93,44347.17,44378.39,7.819041,346996.47
2024-01-01 02:33:00,44361.84,44401.55,44342.03,44390.01,21.102405,936735.92
2024-01-01 02:34:00,44406.2,44430.99,44401.66,44404.66,47.847623,2124657.45
2024-01-01 02:35:00,44390.06,44406.76,44351.86,44368.94,13.606134,603689.8
2024-01-01 02:36:00,44440.29,44471.93,44421.98,44462.23,1.865191,82930.55
2024-01-01 02:37:00,44473.47,44502.0,44453.45,44485.92,51.971976,2312021.33
2024-01-01 02:38:00,44436.41,44439.31,44416.63,44426.36,27.841726,1236906.48
2024-01-01 02:39:00,44483.43,44485.0,44456.07,44459.19,9.70997,431697.38
2024-01-01 02:40:00,44380.59,44415.64,44371.41,44410.45,27.964427,1241912.84
2024-01-01 02:41:00,44446.43,44461.45,44433.0,44449.81,0.994155,44189.98
2024-01-01 02:42:00,44513.4,44524.59,44502.74,44507.74,24.023099,1069213.76
2024-01-01 02:43:00,44464.66,44470.68,44448.62,44466.7,56.015775,2490836.75
2024-01-01 02:44:00,44465.33,44519.98,44448.64,44514.87,2.889043,128605.36
2024-01-01 02:45:00,44545.53,44556.21,44509.6,44535.51,5.77941,257388.98
2024-01-01 02:46:00,44607.0,44609.77,44556.35,44576.61,9.145325,407667.63
2024-01-01 02:47:00,44673.79,44686.04,44657.19,44671.45,12.645536,564894.45
2024-01-01 02:48:00,44638.56,44660.06,44633.02,44659.18,31.104775,1389113.82
2024-01-01 02:49:00,44611.23,44622.78,44605.99,44621.5,22.803883,1017543.37
2024-01-01 02:50:00,44612.42,44616.34,44575.17,44577.02,28.358767,1264149.34
2024-01-01 02:51:00,44554.43,44580.92,44526.99,44536.23,14.359238,639506.31
2024-01-01 02:52:00,44545.18,44547.16,44526.8,44532.37,32.706304,1456489.4
2024-01-01 02:53:00,44556.56,44571.63,44542.25,44549.43,30.396826,1354161.32
2024-01-01 02:54:00,44550.04,44566.71,44549.03,44563.27,5.352139,238508.81
2024-01-01 02:55:00,44600.61,44608.2,44594.13,44604.63,27.900422,1244487.87
2024-01-01 02:56:00,44603.72,44607.06,44600.87,44605.28,15.453432,689304.62
2024-01-01 02:57:00,44688.94,44689.83,44637.36,44677.95,21.879991,977553.19
2024-01-01 02:58:00,44694.9,44699.09,44654.44,44664.72,6.343882,283347.71
2024-01-01 02:59:00,44823.1,44837.49,44796.98,44800.73,0.369799,16567.28
2024-01-01 03:00:00,44803.62,44853.99,44793.6,44832.01,11.708386,524910.49
2024-01-01 03:01:00,44793.63,44803.45,44780.71,44789.15,30.422526,1362599.19
2024-01-01 03:02:00,44750.34,44763.82,44723.37,44735.61,22.826827,1021172.0
2024-01-01 03:03:00,44772.11,44783.29,44748.99,44759.73,1.128442,50508.76
2024-01-01 03:04:00,44735.98,44750.88,44735.89,44748.56,6.436749,288035.23
2024-01-01 03:05:00,44842.54,44854.05,44768.87,44784.26,5.577826,249798.81
2024-01-01 03:06:00,44782.38,44818.62,44770.48,44807.92,6.462181,289556.9
2024-01-01 03:07:00,44782.62,44816.09,44780.18,44804.28,11.363407,509129.28
2024-01-01 03:08:00,44766.61,44779.51,44738.93,44761.94,20.463509,915986.38
2024-01-01 03:09:00,44728.53,44744.99,44673.75,44686.2,16.966499,758168.34
2024-01-01 03:10:00,44647.15,44669.7,44644.6,44663.87,13.713364,612491.95
2024-01-01 03:11:00,44701.38,44706.95,44701.04,44706.69,22.43489,1002989.71
2024-01-01 03:12:00,44738.94,44742.57,44710.41,44717.4,57.606523,2576013.75
2024-01-01 03:13:00,44654.75,44683.26,44643.58,44655.11,12.717828,567916.02
2024-01-01 03:14:00,44657.08,44689.59,44651.85,44663.77,30.422768,1358795.49
2024-01-01 03:15:00,44694.35,44698.46,44679.48,44683.04,29.283669,1308483.19
2024-01-01 03:16:00,44644.29,44646.88,44620.46,44638.84,45.555883,2033561.88
2024-01-01 03:17:00,44667.14,44685.81,44630.51,44646.53,21.210377,946969.71
2024-01-01 03:18:00,44675.27,44710.44,44640.37,44649.44,6.886324,307470.49
2024-01-01 03:19:00,44598.43,44606.11,44588.46,44592.29,16.097638,717830.57
2024-01-01 03:20:00,44616.01,44621.82,44570.33,44610.18,15.022775,670168.69
2024-01-01 03:21:00,44642.5,44647.55,44637.65,44638.22,26.303652,1174148.18
2024-01-01 03:22:00,44702.15,44704.76,44688.75,44692.37,7.467933,333759.65
2024-01-01 03:23:00,44746.17,44767.87,44735.78,44745.06,35.326421,1580682.91
2024-01-01 03:24:00,44676.17,44686.28,44664.85,44676.18,10.104743,451441.3
2024-01-01 03:25:00,44653.22,44667.59,44618.56,44629.29,26.787585,1195510.82
2024-01-01 03:26:00,44685.36,44686.07,44648.49,44655.04,16.193463,723119.72
2024-01-01 03:27:00,44650.58,44701.72,44635.01,44680.73,12.451816,556356.18
2024-01-01 03:28:00,44706.68,44737.88,44691.15,44706.48,14.677128,656162.74
2024-01-01 03:29:00,44885.34,44922.06,44878.54,44899.12,23.43984,1052428.13
2024-01-01 03:30:00,44921.44,44933.06,44920.32,44927.66,49.173096,2209232.2
2024-01-01 03:31:00,44992.49,44992.97,44975.11,44984.44,30.347548,1365167.43
2024-01-01 03:32:00,45045.53,45048.68,45021.23,45032.14,20.800059,936671.16
2024-01-01 03:33:00,45062.47,45070.24,45054.63,45064.71,10.879356,490275.01
2024-01-01 03:34:00,45010.68,45079.12,44991.2,45048.95,6.457869,290920.18
2024-01-01 03:35:00,45067.59,45099.24,45053.63,45086.89,37.265564,1680188.57
2024-01-01 03:36:00,45066.18,45080.1,45016.27,45048.25,21.604154,973229.38
2024-01-01 03:37:00,44981.6,45036.44,44951.16,45036.41,7.500587,337799.54
2024-01-01 03:38:00,45035.89,45036.81,45010.72,45012.14,6.688569,301066.85
2024-01-01 03:39:00,45026.66,45044.31,44999.05,45016.24,10.849599,488408.15
2024-01-01 03:40:00,45158.29,45180.23,45125.96,45131.97,4.144195,187035.7
2024-01-01 03:41:00,45034.64,45042.2,45019.44,45038.61,24.847863,1119113.16
2024-01-01 03:42:00,45031.69,45084.91,45029.05,45072.92,11.763694,530224.06
2024-01-01 03:43:00,45000.89,45006.35,44973.0,44992.28,21.601471,971899.51
2024-01-01 03:44:00,44994.18,44994.29,44915.7,44968.69,0.984668,44279.24
2024-01-01 03:45:00,45041.63,45044.69,45019.1,45023.14,15.234257,685894.0
2024-01-01 03:46:00,45013.1,45036.67,45008.91,45026.35,12.162239,547621.25
2024-01-01 03:47:00,44974.2,44978.79,44952.51,44972.46,30.909844,1390091.81
2024-01-01 03:48:00,44926.04,44945.41,44925.49,44936.7,7.926152,356175.1
2024-01-01 03:49:00,44954.29,44984.2,44939.25,44970.68,26.021837,1170219.62
2024-01-01 03:50:00,44953.27,44954.69,44927.35,44934.16,3.732945,167736.74
2024-01-01 03:51:00,44921.03,44964.45,44915.97,44944.98,49.346439,2217874.8
2024-01-01 03:52:00,44929.38,44958.11,44913.57,44947.26,1.263168,56775.94
2024-01-01 03:53:00,44892.6,44962.67,44855.63,44914.68,3.699982,166183.53
2024-01-01 03:54:00,44992.07,45029.29,44991.88,45021.88,7.990158,359731.9
2024-01-01 03:55:00,45056.5,45057.07,45047.57,45053.57,4.560378,205461.33
2024-01-01 03:56:00,44975.55,44977.59,44931.91,44952.32,14.973129,673076.81
2024-01-01 03:57:00,44957.94,44991.34,44950.02,44961.64,24.552047,1103900.28
2024-01-01 03:58:00,44898.43,44937.17,44890.69,44928.55,51.252974,2302721.8
2024-01-01 03:59:00,44987.97,44995.93,44957.35,44971.17,4.350667,195654.6
2024-01-01 04:00:00,44965.26,44989.91,44909.16,44931.55,16.835278,756435.07
2024-01-01 04:01:00,44912.88,44931.28,44910.79,44925.81,12.843388,576999.59
2024-01-01 04:02:00,44941.49,44958.36,44935.01,44951.06,33.782313,1518550.72
2024-01-01 04:03:00,45004.66,45016.45,44980.15,44994.35,20.957017,942947.26
2024-01-01 04:04:00,44966.77,44978.77,44924.2,44934.33,23.121799,1038962.54
2024-01-01 04:05:00,44907.21,44944.73,44903.71,44917.61,22.652361,1017489.81
2024-01-01 04:06:00,44867.21,44913.0,44851.5,44893.86,13.812054,620076.4
2024-01-01 04:07:00,44873.82,44886.93,44845.62,44861.19,20.321186,911632.61
2024-01-01 04:08:00,44965.45,44967.59,44948.45,44949.46,28.806007,1294814.61
2024-01-01 04:09:00,44969.84,44977.43,44945.44,44969.71,19.378587,871449.5
2024-01-01 04:10:00,44895.51,44906.75,44872.52,44906.67,22.191893,996564.0
2024-01-01 04:11:00,44972.45,44989.96,44946.0,44952.56,40.052984,1800484.29
2024-01-01 04:12:00,45069.23,45069.29,45039.53,45058.67,6.437794,290078.44
2024-01-01 04:13:00,45094.92,45118.4,45067.03,45110.29,0.548084,24724.21
2024-01-01 04:14:00,45035.31,45048.01,45020.27,45034.33,22.66189,1020562.94
2024-01-01 04:15:00,44983.08,45019.39,44983.07,45010.11,13.38402,602416.28
2024-01-01 04:16:00,45087.18,45092.49,45071.07,45073.46,4.683012,211079.54
2024-01-01 04:17:00,45032.83,45066.47,45021.89,45038.08,27.834886,1253629.69
2024-01-01 04:18:00,45051.55,45081.71,45017.95,45060.27,18.422044,830102.23
2024-01-01 04:19:00,45098.34,45107.74,45095.48,45099.0,8.7e-05,3.91
2024-01-01 04:20:00,45053.46,45055.73,45041.35,45052.65,12.534472,564711.22
2024-01-01 04:21:00,45067.57,45088.59,45047.93,45049.68,5.478708,246814.03
2024-01-01 04:22:00,44899.43,44911.35,44885.78,44887.61,33.712972,1513294.79
2024-01-01 04:23:00,44833.26,44870.8,44829.32,44836.39,38.101273,1708323.62
2024-01-01 04:24:00,44839.04,44854.85,44800.34,44823.76,15.156683,679379.57
2024-01-01 04:25:00,44769.39,44774.46,44753.18,44761.38,20.644194,924062.5
2024-01-01 04:26:00,44834.46,44869.8,44827.43,44843.0,20.097098,901214.08
2024-01-01 04:27:00,44768.99,44784.95,44744.01,44771.49,3.44672,154314.76
2024-01-01 04:28:00,44746.52,44759.98,44743.59,44749.49,14.76301,660637.12
2024-01-01 04:29:00,44766.13,44769.97,44749.88,44756.02,15.906168,711896.82
2024-01-01 04:30:00,44820.75,44832.4,44813.49,44828.09,9.17139,411135.86
2024-01-01 04:31:00,44748.49,44760.63,44742.24,44756.29,8.263969,369864.63
2024-01-01 04:32:00,44853.83,44866.21,44811.79,44814.45,11.21942,502792.16
2024-01-01 04:33:00,44833.76,44837.74,44795.43,44814.96,15.454542,692594.73
2024-01-01 04:34:00,44750.68,44771.66,44746.0,44765.89,4.237957,189715.89
2024-01-01 04:35:00,44800.41,44820.65,44785.91,44788.99,32.926675,1474752.61
2024-01-01 04:36:00,44801.31,44816.68,44797.11,44798.95,41.142783,1843153.34
2024-01-01 04:37:00,44776.77,44786.84,44760.43,44768.94,9.348799,418535.8
2024-01-01 04:38:00,44775.17,44791.48,44762.59,44772.43,21.643978,969053.42
2024-01-01 04:39:00,44776.95,44780.15,44750.8,44753.16,1.269882,56831.25
2024-01-01 04:40:00,44765.75,44777.25,44755.38,44758.84,31.312936,1401530.56
2024-01-01 04:41:00,44790.7,44799.83,44764.84,44791.94,7.87045,352532.73
2024-01-01 04:42:00,44892.09,44895.96,44859.26,44871.24,3.833119,171996.83
2024-01-01 04:43:00,44814.02,44818.92,44801.18,44809.35,12.819386,574428.37
2024-01-01 04:44:00,44918.43,44953.11,44913.34,44916.0,7.980478,358451.18
2024-01-01 04:45:00,44824.68,44825.8,44788.01,44818.4,4.367088,195725.88
2024-01-01 04:46:00,44808.94,44820.08,44796.82,44810.81,1.492661,66887.33
2024-01-01 04:47:00,44840.41,44869.54,44830.52,44840.23,16.877251,756779.75
2024-01-01 04:48:00,44842.54,44867.19,44838.42,44854.28,17.277836,774984.81
2024-01-01 04:49:00,44808.12,44839.44,44807.62,44823.14,26.041254,1167250.81
2024-01-01 04:50:00,44792.76,44827.05,44782.92,44812.73,1.727018,77392.39
2024-01-01 04:51:00,44760.25,44794.32,44756.15,44788.08,51.341965,2299508.29
2024-01-01 04:52:00,44741.02,44774.15,44723.63,44758.62,3.693689,165324.42
2024-01-01 04:53:00,44797.61,44806.27,44792.93,44801.1,0.396486,17762.99
2024-01-01 04:54:00,44821.01,44824.41,44815.09,44818.95,1.253724,56190.58
2024-01-01 04:55:00,44778.88,44793.76,44773.72,44784.3,0.595948,26689.11
2024-01-01 04:56:00,44782.17,44845.99,44778.48,44829.28,22.144561,992724.78
2024-01-01 04:57:00,44876.14,44907.21,44825.42,44844.65,9.154476,410529.24
2024-01-01 04:58:00,44907.02,44909.05,44873.23,44885.29,29.741633,1334961.84
2024-01-01 04:59:00,44925.69,44939.78,44896.98,44916.77,19.288429,866373.98
2024-01-01 05:00:00,44913.47,44918.62,44873.61,44875.32,10.629849,477017.9
2024-01-01 05:01:00,44827.77,44858.65,44827.56,44847.31,17.459087,782993.12
2024-01-01 05:02:00,44922.43,44939.9,44852.4,44884.68,33.926938,1522799.66
2024-01-01 05:03:00,44895.89,44922.52,44890.94,44915.2,23.133919,1039064.52
2024-01-01 05:04:00,44918.93,44924.86,44899.41,44914.15,15.61114,701161.09
2024-01-01 05:05:00,44894.54,44938.2,44887.97,44920.02,18.454851,828992.23
2024-01-01 05:06:00,44984.19,44996.47,44976.45,44983.9,13.053697,587206.19
2024-01-01 05:07:00,44962.05,44992.54,44953.22,44954.32,61.433924,2761720.39
2024-01-01 05:08:00,44978.58,44989.15,44975.28,44981.68,20.562514,924936.38
2024-01-01 05:09:00,44985.84,45001.0,44957.33,44971.57,22.558294,1014481.83
2024-01-01 05:10:00,44962.66,44986.42,44947.88,44960.68,9.426152,423806.24
2024-01-01 05:11:00,45005.17,45033.28,45000.06,45015.62,35.951362,1618372.93
2024-01-01 05:12:00,45045.56,45059.23,45037.72,45056.89,4.693128,211457.78
2024-01-01 05:13:00,45113.79,45115.53,45081.16,45097.57,11.518943,519476.31
2024-01-01 05:14:00,45149.77,45171.76,45145.48,45162.84,6.456756,291605.47
2024-01-01 05:15:00,45182.2,45200.63,45147.92,45163.89,6.631064,299484.67
2024-01-01 05:16:00,45222.44,45227.32,45183.52,45197.99,3.214961,145309.76
2024-01-01 05:17:00,45149.1,45200.4,45121.0,45182.48,25.430577,1149016.45
2024-01-01 05:18:00,45221.34,45239.24,45182.44,45198.69,35.115086,1587155.69
2024-01-01 05:19:00,45233.39,45255.54,45179.55,45192.18,13.419259,606445.54
2024-01-01 05:20:00,45202.07,45218.08,45196.84,45197.03,1.347575,60906.36
